0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0.27026597
1	0.8351932
1	0.87317544
1	0.9673566
1	0.96338785
1	0.9951833
1	0.9927126
1	0.9922747
1	0.90136033
1	0.38559318
1	0.30635464
1	0.30635464
1	0.30635464
1	0.3682228
1	0.7437151
1	0.9356103
1	0.78448766
1	0.6449075
1	0.6663979
1	0.8454869
1	0.79387397
1	0.72276014
1	0.7938295
1	0.7191968
1	0.6966681
1	0.7507574
1	0.75670165
1	0.7638983
1	0.81573164
1	0.8148862
1	0.7941241
1	0.81236225
1	0.793732
1	0.8113796
1	0.84402233
1	0.8361515
1	0.84971136
1	0.86070055
1	0.86158687
1	0.86710876
1	0.8636686
1	0.8830468
1	0.87359273
1	0.86087185
1	0.84717757
1	0.82310313
1	0.74653935
1	0.68310857
1	0.6252163
1	0.6079771
1	0.52169627
1	0.5426525
1	0.5444102
1	0.60954034
1	0.6250311
1	0.63680524
1	0.6228926
1	0.63539267
1	0.58285767
1	0.5459644
1	0.5473166
1	0.54209995
1	0.523913
1	0.55042547
1	0.5955557
1	0.56360936
1	0.6402927
1	0.6617589
1	0.65163803
1	0.64074033
1	0.638018
1	0.6693212
1	0.6814236
1	0.69133246
1	0.6778832
1	0.6715948
1	0.63345087
1	0.6300002
1	0.6312965
1	0.633673
1	0.64775723
1	0.64869905
1	0.649371
1	0.65617174
1	0.6619332
1	0.68259907
1	0.7013961
1	0.71068084
1	0.73215574
1	0.7383868
1	0.7591565
1	0.74417305
1	0.74156094
1	0.7381813
1	0.72330785
1	0.7339222
1	0.7047397
1	0.6404429
1	0.6334011
1	0.6423081
1	0.6082137
1	0.62364405
1	0.60967565
1	0.5995319
1	0.58524585
1	0.58669025
1	0.5381212
1	0.55242836
1	0.54779404
1	0.55026186
1	0.60116476
1	0.6005127
1	0.656529
1	0.6221051
1	0.714868
1	0.693934
1	0.69382113
1	0.2634683
1	0.34618154
1	0.51387984
1	0.6231263
1	0.771202
1	0.7832093
1	0.9648354
1	0.9431368
1	0.6744066
1	0.6744066
1	0.2745464
1	0.2745464
1	0.2745464
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
